,product_id,product_subcategory_id,product_sku,product_name,model_name,product_description,product_colour,product_size,product_style,product_cost,product_price
151,491,21,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,XL,U,41.5723,
152,449,36,PU-M044,Mountain Pump,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,,,0,10.3084,
153,524,12,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,,U,144.5938,264.05
154,219,23,SO-B909-L,"Mountain Bike Socks, L",Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,White,L,U,3.3963,9.5
155,565,3,BK-T18U-54,"Touring-3000 Blue, 54",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,54,U,461.4448,742.35
156,568,3,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,44,U,461.4448,742.35
157,533,12,FR-M21B-48,"LL Mountain Frame - Black, 48",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,48,U,136.785,249.79
158,488,21,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,S,U,41.5723,53.99
159,491,21,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,XL,U,41.5723,
160,450,33,LT-T990,Taillights - Battery-Powered,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,,0,0,,13.99
161,578,3,BK-T44U-50,"Touring-2000 Blue, 50",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,,U,755.1508,1214.85
162,425,17,RW-T905,Touring Rear Wheel,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,Black,0,0,108.7844,245.01
163,503,16,FR-T67U-54,"LL Touring Frame - Blue, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,54,U,199.8519,
164,349,1,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,42,U,1898.0944,3374.99
165,452,33,LT-H903,Headlights - Weatherproof,Headlights - Weatherproof,Rugged weatherproof headlight.,,0,0,,
166,307,12,FR-M94S-38,"HL Mountain Frame - Silver, 38",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,38,U,,1204.3248
167,481,23,SO-R809-M,"Racing Socks, M",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",White,,U,,8.99
168,373,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
169,415,17,FW-R820,HL Road Front Wheel,HL Road Front Wheel,Strong wheel with double-walled rim.,Black,,0,146.5466,330.06
170,524,12,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,,U,144.5938,264.05
171,581,2,BK-R79Y-42,"Road-350-W Yellow, 42",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,,W,1082.51,1700.99
172,277,14,FR-R72R-58,"ML Road Frame - Red, 58",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,,U,352.1394,594.83
173,457,24,TG-W091-M,"Women's Tights, M",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,M,W,30.9334,
174,566,3,BK-T18U-58,"Touring-3000 Blue, 58",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,58,U,461.4448,
175,296,12,FR-M94B-42,"HL Mountain Frame - Black, 42",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Black,42,U,617.0281,1191.1739
176,513,12,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,46,W,,364.09
177,462,20,GL-H102-S,"Half-Finger Gloves, S",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,S,U,9.7136,23.5481
178,605,2,BK-R19B-48,"Road-750 Black, 48",Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,Black,48,U,343.6496,539.99
179,592,1,BK-M18S-42,"Mountain-500 Silver, 42",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,42,U,308.2179,564.99
180,595,1,BK-M18S-52,"Mountain-500 Silver, 52",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,52,U,308.2179,564.99
181,535,37,TI-M267,LL Mountain Tire,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",,,0,,
182,468,20,GL-F110-S,"Full-Finger Gloves, S",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,S,U,15.6709,37.99
183,539,37,TI-R628,ML Road Tire,ML Road Tire,Higher density rubber.,,0,0,9.3463,24.99
184,595,1,BK-M18S-52,"Mountain-500 Silver, 52",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,52,U,308.2179,564.99
185,420,17,RW-M762,ML Mountain Rear Wheel,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,Black,0,0,104.7951,236.025
186,484,29,CL-9009,Bike Wash - Dissolver,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",,0,0,2.9733,7.95
187,314,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,,U,2171.2942,3578.27
188,247,14,FR-R92R-52,"HL Road Frame - Red, 52",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,52,U,747.9682,1263.4598
189,364,1,BK-M47B-38,"Mountain-300 Black, 38",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Black,,U,598.4354,1079.99
190,270,14,FR-R38R-60,"LL Road Frame - Red, 60",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,60,U,181.4857,306.5636
191,307,12,FR-M94S-38,"HL Mountain Frame - Silver, 38",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,38,U,,1204.3248
192,352,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,,U,,
193,422,17,RW-R623,LL Road Rear Wheel,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,Black,0,0,49.9789,112.565
194,396,11,HS-3479,HL Headset,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",,,0,55.3801,
195,499,16,FR-T98U-54,"HL Touring Frame - Blue, 54",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,54,U,601.7437,1003.91
196,579,3,BK-T44U-54,"Touring-2000 Blue, 54",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,54,U,755.1508,1214.85
197,492,16,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,60,U,601.7437,1003.91
198,276,14,FR-R72R-52,"ML Road Frame - Red, 52",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,52,U,352.1394,594.83
199,460,18,SB-M891-M,"Men's Bib-Shorts, M",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,,M,37.1209,89.99
200,214,31,HL-U509-R,"Sport-100 Helmet, Red",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",Red,,0,13.0863,34.99
201,344,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,,
202,315,2,BK-R68R-58,"Road-450 Red, 58",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,58,U,,1457.99
203,235,21,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,XL,U,31.7244,48.0673
204,586,3,BK-T18U-50,"Touring-3000 Blue, 50",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,,U,461.4448,742.35
205,448,36,PU-0452,Minipump,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,,0,0,8.2459,19.99
206,348,1,BK-M82B-38,"Mountain-100 Black, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,38,U,,3374.99
207,270,14,FR-R38R-60,"LL Road Frame - Red, 60",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,60,U,181.4857,306.5636
208,381,2,BK-R64Y-38,"Road-550-W Yellow, 38",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,38,W,605.6492,1000.4375
209,420,17,RW-M762,ML Mountain Rear Wheel,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,Black,0,0,104.7951,236.025
210,599,1,BK-M18B-48,"Mountain-500 Black, 48",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Black,48,U,294.5797,539.99
211,536,37,TI-M602,ML Mountain Tire,ML Mountain Tire,"Great traction, high-density rubber.",,0,0,11.2163,29.99
212,324,2,BK-R50R-62,"Road-650 Red, 62",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,62,U,413.1463,699.0982
213,360,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
214,292,12,FR-M94S-52,"HL Mountain Frame - Silver, 48",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Silver,48,U,706.811,1364.5
215,232,21,LJ-0192-L,"Long-Sleeve Logo Jersey, L",Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,Multi,L,U,31.7244,48.0673
216,480,37,PK-7098,Patch Kit/8 Patches,Patch kit,"Includes 8 different size patches, glue and sandpaper.",,0,0,0.8565,2.29
217,328,2,BK-R50R-48,"Road-650 Red, 48",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,48,U,413.1463,
218,285,14,FR-R38B-52,"LL Road Frame - Black, 52",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,52,U,176.1997,297.6346
219,533,12,FR-M21B-48,"LL Mountain Frame - Black, 48",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,48,U,136.785,249.79
220,277,14,FR-R72R-58,"ML Road Frame - Red, 58",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,,U,352.1394,594.83
221,601,5,BB-7421,LL Bottom Bracket,LL Bottom Bracket,Chromoly steel.,,,0,23.9716,
222,460,18,SB-M891-M,"Men's Bib-Shorts, M",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,,M,37.1209,89.99
223,338,2,BK-R50B-44,"Road-650 Black, 44",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,,U,413.1463,699.0982
224,491,21,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,XL,U,41.5723,
225,389,2,BK-R64Y-48,"Road-550-W Yellow, 48",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,48,W,605.6492,1000.4375
226,521,15,SE-T312,LL Touring Seat/Saddle,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",,,0,12.0413,27.12
227,332,2,BK-R50B-58,"Road-650 Black, 58",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,58,U,413.1463,699.0982
228,282,14,FR-R38B-48,"LL Road Frame - Black, 48",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,48,U,176.1997,297.6346
229,554,4,HB-T928,HL Touring Handlebars,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,,0,0,40.6571,91.57
230,498,16,FR-T98U-50,"HL Touring Frame - Blue, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,50,U,,1003.91
231,593,1,BK-M18S-44,"Mountain-500 Silver, 44",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Silver,44,U,308.2179,
232,601,5,BB-7421,LL Bottom Bracket,LL Bottom Bracket,Chromoly steel.,,,0,23.9716,
233,346,1,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,44,U,1912.1544,
234,427,12,FR-M63B-44,"ML Mountain Frame - Black, 44",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,44,U,185.8193,
235,407,4,HB-R956,HL Road Handlebars,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,,0,0,48.5453,109.3364
236,443,14,FR-R92B-52,"HL Road Frame - Black, 52",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,,U,722.2568,1301.3636
237,264,14,FR-R38R-48,"LL Road Frame - Red, 48",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,48,U,181.4857,306.5636
238,569,3,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,50,U,461.4448,742.35
239,504,16,FR-T67U-58,"LL Touring Frame - Blue, 58",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,58,U,199.8519,333.42
240,455,22,SH-M897-X,"Men's Sports Shorts, XL",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,XL,M,24.7459,59.99
241,315,2,BK-R68R-58,"Road-450 Red, 58",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,58,U,,1457.99
242,538,37,TI-R092,LL Road Tire,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,,,0,,21.49
243,579,3,BK-T44U-54,"Touring-2000 Blue, 54",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,54,U,755.1508,1214.85
244,590,1,BK-M38S-46,"Mountain-400-W Silver, 46",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,,W,419.7784,769.49
245,589,1,BK-M38S-42,"Mountain-400-W Silver, 42",Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",Silver,42,W,419.7784,769.49
246,508,16,FR-T67Y-54,"LL Touring Frame - Yellow, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,,U,199.8519,333.42
247,490,21,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Yellow,L,U,41.5723,53.99
248,567,3,BK-T18U-62,"Touring-3000 Blue, 62",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,62,U,461.4448,742.35
249,395,11,HS-2451,ML Headset,ML Headset,Sealed cartridge keeps dirt out.,,0,0,45.4168,102.29
250,492,16,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,60,U,601.7437,1003.91
251,340,2,BK-R50B-48,"Road-650 Black, 48",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,,U,413.1463,699.0982
252,397,4,HB-M243,LL Mountain Handlebars,LL Mountain Handlebars,All-purpose bar for on or off-road.,,0,0,17.978,40.4909
253,534,12,FR-M21B-52,"LL Mountain Frame - Black, 52",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,52,U,136.785,249.79
254,581,2,BK-R79Y-42,"Road-350-W Yellow, 42",Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",Yellow,,W,1082.51,1700.99
255,277,14,FR-R72R-58,"ML Road Frame - Red, 58",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Red,,U,352.1394,594.83
256,535,37,TI-M267,LL Mountain Tire,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",,,0,,
257,344,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,,
258,336,2,BK-R50B-62,"Road-650 Black, 62",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,62,U,413.1463,699.0982
259,241,14,FR-R92R-44,"HL Road Frame - Red, 44",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Red,44,U,747.9682,1263.4598
260,346,1,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,44,U,1912.1544,
261,528,37,TT-M928,Mountain Tire Tube,Mountain Tire Tube,Self-sealing tube.,,,0,1.8663,4.99
262,369,2,BK-R89R-48,"Road-250 Red, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,48,U,1518.7864,2443.35
263,268,14,FR-R38R-58,"LL Road Frame - Red, 58",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,58,U,181.4857,306.5636
264,548,13,PD-T852,Touring Pedal,Touring Pedal,A stable pedal for all-day riding.,Silver/Black,,0,35.9596,80.99
265,356,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
266,500,16,FR-T98U-60,"HL Touring Frame - Blue, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,,U,601.7437,1003.91
267,454,22,SH-M897-L,"Men's Sports Shorts, L",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,L,M,24.7459,59.99
268,538,37,TI-R092,LL Road Tire,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,,,0,,21.49
269,600,1,BK-M18B-52,"Mountain-500 Black, 52",Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",Black,52,U,294.5797,539.99
270,409,12,FR-M63B-38,"ML Mountain Frame - Black, 38",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Black,38,U,185.8193,348.76
271,424,17,RW-R820,HL Road Rear Wheel,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,Black,,0,158.5346,357.06
272,541,37,TI-T723,Touring Tire,Touring Tire,High-density rubber.,,,0,,28.99
273,578,3,BK-T44U-50,"Touring-2000 Blue, 50",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Blue,,U,755.1508,1214.85
274,262,14,FR-R38R-44,"LL Road Frame - Red, 44",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Red,,U,,306.5636
275,544,13,PD-M562,HL Mountain Pedal,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Silver/Black,0,0,35.9596,80.99
276,317,2,BK-R68R-44,"Road-450 Red, 44",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Red,44,U,884.7083,1457.99
277,421,17,RW-M928,HL Mountain Rear Wheel,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,Black,,0,145.2835,327.215
278,549,12,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,38,W,199.3757,364.09
279,464,20,GL-H102-M,"Half-Finger Gloves, M",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Black,M,U,9.7136,23.5481
280,396,11,HS-3479,HL Headset,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",,,0,55.3801,
281,559,7,CH-0234,Chain,Chain,Superior shifting performance.,Silver,0,0,8.9866,20.24
282,405,4,HB-R720,ML Road Handlebars,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,,0,0,24.9932,56.2909
283,455,22,SH-M897-X,"Men's Sports Shorts, XL",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,XL,M,24.7459,59.99
284,220,31,HL-U509-B,"Sport-100 Helmet, Blue",Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",Blue,,0,12.0278,33.6442
285,346,1,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,44,U,1912.1544,
286,510,16,FR-T67U-44,"LL Touring Frame - Blue, 44",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,44,U,199.8519,333.42
287,458,24,TG-W091-L,"Women's Tights, L",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,L,W,30.9334,74.99
288,312,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
289,481,23,SO-R809-M,"Racing Socks, M",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",White,,U,,8.99
290,459,18,SB-M891-S,"Men's Bib-Shorts, S",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,S,M,37.1209,89.99
291,344,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,,
292,531,12,FR-M21B-42,"LL Mountain Frame - Black, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,42,U,136.785,249.79
293,256,14,FR-R38B-60,"LL Road Frame - Black, 60",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Black,60,U,176.1997,297.6346
294,574,3,BK-T79U-50,"Touring-1000 Blue, 50",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Blue,50,U,1481.9379,2384.07
295,495,16,FR-T98Y-50,"HL Touring Frame - Yellow, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,50,U,601.7437,1003.91
296,429,14,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,40,W,300.1188,540.7545
297,514,6,RB-9231,Rear Brakes,Rear Brakes,0,Silver,0,0,47.286,106.5
298,370,2,BK-R89R-52,"Road-250 Red, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,,U,1518.7864,2443.35
299,352,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,,U,,
